"","subID","Session","critRT","Trial","Congruency","ACC","RT","block","BlockType","Valence","Feedback"
"1",1,5,1209,1,"congruent",1,1119,0,"Baseline","None","None"
"2",1,5,1209,2,"incongruent",1,569,0,"Baseline","None","None"
"3",1,5,1209,3,"congruent",0,1571,0,"Baseline","None","None"
"4",1,5,1209,4,"incongruent",1,1575,0,"Baseline","None","None"
"5",1,5,1209,5,"congruent",0,0,0,"Baseline","None","None"
"6",1,5,1209,6,"congruent",1,1372,0,"Baseline","None","None"
"7",1,5,1209,7,"congruent",1,935,0,"Baseline","None","None"
"8",1,5,1209,8,"incongruent",0,1191,0,"Baseline","None","None"
"9",1,5,1209,9,"incongruent",1,1879,0,"Baseline","None","None"
"10",1,5,1209,10,"incongruent",0,0,0,"Baseline","None","None"
"11",1,5,1209,11,"congruent",1,1685,0,"Baseline","None","None"
"12",1,5,1209,12,"congruent",0,0,0,"Baseline","None","None"
"13",1,5,1209,13,"congruent",0,0,0,"Baseline","None","None"
"14",1,5,1209,14,"congruent",1,766,0,"Baseline","None","None"
"15",1,5,1209,15,"congruent",1,1952,0,"Baseline","None","None"
"16",1,5,1209,16,"incongruent",1,1056,0,"Baseline","None","None"
"17",1,5,1209,17,"incongruent",1,1304,0,"Baseline","None","None"
"18",1,5,1209,18,"incongruent",1,1439,0,"Baseline","None","None"
"19",1,5,1209,19,"congruent",0,0,0,"Baseline","None","None"
"20",1,5,1209,20,"congruent",1,1020,0,"Baseline","None","None"
"21",1,5,1209,21,"congruent",1,1586,0,"Baseline","None","None"
"22",1,5,1209,22,"incongruent",1,1255,0,"Baseline","None","None"
"23",1,5,1209,23,"congruent",0,1028,0,"Baseline","None","None"
"24",1,5,1209,24,"incongruent",1,668,0,"Baseline","None","None"
"25",1,5,1209,25,"congruent",1,1186,0,"Baseline","None","None"
"26",1,5,1209,26,"incongruent",1,1178,0,"Baseline","None","None"
"27",1,5,1209,27,"incongruent",1,954,0,"Baseline","None","None"
"28",1,5,1209,28,"congruent",0,1991,0,"Baseline","None","None"
"29",1,5,1209,29,"incongruent",1,1514,0,"Baseline","None","None"
"30",1,5,1209,30,"congruent",1,1182,0,"Baseline","None","None"
"31",1,5,1209,31,"incongruent",1,1980,0,"Baseline","None","None"
"32",1,5,1209,32,"incongruent",1,1757,0,"Baseline","None","None"
"33",1,5,1209,33,"incongruent",1,1787,0,"Baseline","None","None"
"34",1,5,1209,34,"incongruent",1,1259,0,"Baseline","None","None"
"35",1,5,1209,35,"congruent",1,1004,0,"Baseline","None","None"
"36",1,5,1209,36,"congruent",1,1156,0,"Baseline","None","None"
"37",1,5,1209,37,"congruent",1,1619,0,"Baseline","None","None"
"38",1,5,1209,38,"incongruent",1,1813,0,"Baseline","None","None"
"39",1,5,1209,39,"congruent",0,1789,0,"Baseline","None","None"
"40",1,5,1209,40,"congruent",1,1363,0,"Baseline","None","None"
"41",1,5,1209,41,"incongruent",1,1364,0,"Baseline","None","None"
"42",1,5,1209,42,"incongruent",1,1122,0,"Baseline","None","None"
"43",1,5,1209,43,"congruent",1,1355,0,"Baseline","None","None"
"44",1,5,1209,44,"congruent",1,1724,0,"Baseline","None","None"
"45",1,5,1209,45,"incongruent",0,1897,0,"Baseline","None","None"
"46",1,5,1209,46,"congruent",1,1661,0,"Baseline","None","None"
"47",1,5,1209,47,"incongruent",0,1385,0,"Baseline","None","None"
"48",1,5,1209,48,"incongruent",1,1879,0,"Baseline","None","None"
"49",1,5,1209,49,"congruent",1,962,0,"Baseline","None","None"
"50",1,5,1209,50,"incongruent",1,1128,0,"Baseline","None","None"
"51",1,5,1209,51,"incongruent",1,993,0,"Baseline","None","None"
"52",1,5,1209,52,"congruent",1,1194,0,"Baseline","None","None"
"53",1,5,1209,53,"congruent",1,1444,0,"Baseline","None","None"
"54",1,5,1209,54,"incongruent",1,1807,0,"Baseline","None","None"
"55",1,5,1209,55,"incongruent",1,653,0,"Baseline","None","None"
"56",1,5,1209,56,"incongruent",0,0,0,"Baseline","None","None"
"57",1,5,1209,57,"incongruent",1,728,0,"Baseline","None","None"
"58",1,5,1209,58,"congruent",1,1010,0,"Baseline","None","None"
"59",1,5,1209,59,"congruent",1,1319,0,"Baseline","None","None"
"60",1,5,1209,60,"incongruent",1,1819,0,"Baseline","None","None"
"61",1,5,1209,61,"incongruent",1,1030,0,"Baseline","None","None"
"62",1,5,1209,62,"incongruent",1,1870,0,"Baseline","None","None"
"63",1,5,1209,63,"incongruent",1,1165,0,"Baseline","None","None"
"64",1,5,1209,64,"incongruent",1,1337,0,"Baseline","None","None"
"65",1,5,1209,65,"incongruent",1,1402,0,"Baseline","None","None"
"66",1,5,1209,66,"incongruent",1,1643,0,"Baseline","None","None"
"67",1,5,1209,67,"incongruent",1,1731,0,"Baseline","None","None"
"68",1,5,1209,68,"congruent",0,0,0,"Baseline","None","None"
"69",1,5,1209,69,"congruent",1,1517,0,"Baseline","None","None"
"70",1,5,1209,70,"incongruent",1,1704,0,"Baseline","None","None"
"71",1,5,1209,71,"congruent",1,1387,0,"Baseline","None","None"
"72",1,5,1209,72,"congruent",1,1095,0,"Baseline","None","None"
"73",1,5,1209,73,"incongruent",1,1415,0,"Baseline","None","None"
"74",1,5,1209,74,"congruent",1,1447,0,"Baseline","None","None"
"75",1,5,1209,75,"incongruent",0,1236,0,"Baseline","None","None"
"76",1,5,1209,76,"congruent",0,0,0,"Baseline","None","None"
"77",1,5,1209,77,"incongruent",1,774,0,"Baseline","None","None"
"78",1,5,1209,78,"incongruent",1,1465,0,"Baseline","None","None"
"79",1,5,1209,79,"incongruent",0,1371,0,"Baseline","None","None"
"80",1,5,1209,80,"congruent",0,0,0,"Baseline","None","None"
"81",1,5,1209,81,"congruent",1,446,0,"Baseline","None","None"
"82",1,5,1209,82,"incongruent",1,757,0,"Baseline","None","None"
"83",1,5,1209,83,"congruent",1,1547,0,"Baseline","None","None"
"84",1,5,1209,84,"congruent",1,825,0,"Baseline","None","None"
"85",1,5,1209,85,"congruent",0,0,0,"Baseline","None","None"
"86",1,5,1209,86,"congruent",0,1886,0,"Baseline","None","None"
"87",1,5,1209,87,"incongruent",1,1718,0,"Baseline","None","None"
"88",1,5,1209,88,"congruent",1,1973,0,"Baseline","None","None"
"89",1,5,1209,89,"incongruent",0,1164,0,"Baseline","None","None"
"90",1,5,1209,90,"incongruent",1,1209,0,"Baseline","None","None"
"91",1,5,1209,91,"congruent",1,1764,0,"Baseline","None","None"
"92",1,5,1209,92,"incongruent",1,1757,0,"Baseline","None","None"
"93",1,5,1209,93,"congruent",1,1373,0,"Baseline","None","None"
"94",1,5,1209,94,"congruent",1,1276,0,"Baseline","None","None"
"95",1,5,1209,95,"congruent",1,1875,0,"Baseline","None","None"
"96",1,5,1209,96,"congruent",0,1118,0,"Baseline","None","None"
"97",2,5,763,1,"congruent",1,491,0,"Baseline","None","None"
"98",2,5,763,2,"incongruent",1,692,0,"Baseline","None","None"
"99",2,5,763,3,"congruent",1,614,0,"Baseline","None","None"
"100",2,5,763,4,"incongruent",1,1162,0,"Baseline","None","None"
"101",2,5,763,5,"congruent",1,1333,0,"Baseline","None","None"
"102",2,5,763,6,"congruent",1,613,0,"Baseline","None","None"
"103",2,5,763,7,"congruent",1,544,0,"Baseline","None","None"
"104",2,5,763,8,"incongruent",1,1390,0,"Baseline","None","None"
"105",2,5,763,9,"incongruent",1,763,0,"Baseline","None","None"
"106",2,5,763,10,"incongruent",1,1003,0,"Baseline","None","None"
"107",2,5,763,11,"congruent",1,509,0,"Baseline","None","None"
"108",2,5,763,12,"congruent",1,430,0,"Baseline","None","None"
"109",2,5,763,13,"congruent",1,1123,0,"Baseline","None","None"
"110",2,5,763,14,"congruent",1,1274,0,"Baseline","None","None"
"111",2,5,763,15,"congruent",1,445,0,"Baseline","None","None"
"112",2,5,763,16,"incongruent",1,729,0,"Baseline","None","None"
"113",2,5,763,17,"incongruent",1,1183,0,"Baseline","None","None"
"114",2,5,763,18,"incongruent",1,1848,0,"Baseline","None","None"
"115",2,5,763,19,"congruent",1,1035,0,"Baseline","None","None"
"116",2,5,763,20,"congruent",1,939,0,"Baseline","None","None"
"117",2,5,763,21,"congruent",1,975,0,"Baseline","None","None"
"118",2,5,763,22,"incongruent",1,1169,0,"Baseline","None","None"
"119",2,5,763,23,"congruent",1,896,0,"Baseline","None","None"
"120",2,5,763,24,"incongruent",1,795,0,"Baseline","None","None"
"121",2,5,763,25,"congruent",1,996,0,"Baseline","None","None"
"122",2,5,763,26,"incongruent",1,1584,0,"Baseline","None","None"
"123",2,5,763,27,"incongruent",1,877,0,"Baseline","None","None"
"124",2,5,763,28,"congruent",1,1758,0,"Baseline","None","None"
"125",2,5,763,29,"incongruent",1,1245,0,"Baseline","None","None"
"126",2,5,763,30,"congruent",1,574,0,"Baseline","None","None"
"127",2,5,763,31,"incongruent",1,1136,0,"Baseline","None","None"
"128",2,5,763,32,"incongruent",0,1704,0,"Baseline","None","None"
"129",2,5,763,33,"incongruent",1,493,0,"Baseline","None","None"
"130",2,5,763,34,"incongruent",1,712,0,"Baseline","None","None"
"131",2,5,763,35,"congruent",1,1094,0,"Baseline","None","None"
"132",2,5,763,36,"congruent",0,702,0,"Baseline","None","None"
"133",2,5,763,37,"congruent",1,488,0,"Baseline","None","None"
"134",2,5,763,38,"incongruent",1,735,0,"Baseline","None","None"
"135",2,5,763,39,"congruent",1,964,0,"Baseline","None","None"
"136",2,5,763,40,"congruent",0,1550,0,"Baseline","None","None"
"137",2,5,763,41,"incongruent",1,900,0,"Baseline","None","None"
"138",2,5,763,42,"incongruent",1,1229,0,"Baseline","None","None"
"139",2,5,763,43,"congruent",1,786,0,"Baseline","None","None"
"140",2,5,763,44,"congruent",1,740,0,"Baseline","None","None"
"141",2,5,763,45,"incongruent",1,575,0,"Baseline","None","None"
"142",2,5,763,46,"congruent",1,492,0,"Baseline","None","None"
"143",2,5,763,47,"incongruent",1,668,0,"Baseline","None","None"
"144",2,5,763,48,"incongruent",1,528,0,"Baseline","None","None"
"145",2,5,763,49,"congruent",1,601,0,"Baseline","None","None"
"146",2,5,763,50,"incongruent",1,785,0,"Baseline","None","None"
"147",2,5,763,51,"incongruent",1,965,0,"Baseline","None","None"
"148",2,5,763,52,"congruent",1,482,0,"Baseline","None","None"
"149",2,5,763,53,"congruent",1,1243,0,"Baseline","None","None"
"150",2,5,763,54,"incongruent",1,1162,0,"Baseline","None","None"
"151",2,5,763,55,"incongruent",1,730,0,"Baseline","None","None"
"152",2,5,763,56,"incongruent",1,1257,0,"Baseline","None","None"
"153",2,5,763,57,"incongruent",0,1700,0,"Baseline","None","None"
"154",2,5,763,58,"congruent",1,1229,0,"Baseline","None","None"
"155",2,5,763,59,"congruent",1,1206,0,"Baseline","None","None"
"156",2,5,763,60,"incongruent",1,1026,0,"Baseline","None","None"
"157",2,5,763,61,"incongruent",1,1001,0,"Baseline","None","None"
"158",2,5,763,62,"incongruent",1,1271,0,"Baseline","None","None"
"159",2,5,763,63,"incongruent",1,913,0,"Baseline","None","None"
"160",2,5,763,64,"incongruent",1,703,0,"Baseline","None","None"
"161",2,5,763,65,"incongruent",1,838,0,"Baseline","None","None"
"162",2,5,763,66,"incongruent",1,1499,0,"Baseline","None","None"
"163",2,5,763,67,"incongruent",1,1274,0,"Baseline","None","None"
"164",2,5,763,68,"congruent",1,1050,0,"Baseline","None","None"
"165",2,5,763,69,"congruent",1,1668,0,"Baseline","None","None"
"166",2,5,763,70,"incongruent",1,779,0,"Baseline","None","None"
"167",2,5,763,71,"congruent",1,929,0,"Baseline","None","None"
"168",2,5,763,72,"congruent",1,1684,0,"Baseline","None","None"
"169",2,5,763,73,"incongruent",1,1702,0,"Baseline","None","None"
"170",2,5,763,74,"congruent",1,1090,0,"Baseline","None","None"
"171",2,5,763,75,"incongruent",1,487,0,"Baseline","None","None"
"172",2,5,763,76,"congruent",1,1308,0,"Baseline","None","None"
"173",2,5,763,77,"incongruent",1,826,0,"Baseline","None","None"
"174",2,5,763,78,"incongruent",1,1556,0,"Baseline","None","None"
"175",2,5,763,79,"incongruent",1,612,0,"Baseline","None","None"
"176",2,5,763,80,"congruent",1,757,0,"Baseline","None","None"
"177",2,5,763,81,"congruent",1,1212,0,"Baseline","None","None"
"178",2,5,763,82,"incongruent",0,1603,0,"Baseline","None","None"
"179",2,5,763,83,"congruent",1,1931,0,"Baseline","None","None"
"180",2,5,763,84,"congruent",1,867,0,"Baseline","None","None"
"181",2,5,763,85,"congruent",1,698,0,"Baseline","None","None"
"182",2,5,763,86,"congruent",0,1746,0,"Baseline","None","None"
"183",2,5,763,87,"incongruent",1,881,0,"Baseline","None","None"
"184",2,5,763,88,"congruent",1,1751,0,"Baseline","None","None"
"185",2,5,763,89,"incongruent",0,1901,0,"Baseline","None","None"
"186",2,5,763,90,"incongruent",1,1571,0,"Baseline","None","None"
"187",2,5,763,91,"congruent",1,966,0,"Baseline","None","None"
"188",2,5,763,92,"incongruent",1,1170,0,"Baseline","None","None"
"189",2,5,763,93,"congruent",1,946,0,"Baseline","None","None"
"190",2,5,763,94,"congruent",1,565,0,"Baseline","None","None"
"191",2,5,763,95,"congruent",1,1377,0,"Baseline","None","None"
"192",2,5,763,96,"congruent",1,1377,0,"Baseline","None","None"
"193",3,5,531,1,"incongruent",1,527,0,"Baseline","None","None"
"194",3,5,531,2,"congruent",1,844,0,"Baseline","None","None"
"195",3,5,531,3,"incongruent",1,1504,0,"Baseline","None","None"
"196",3,5,531,4,"congruent",1,1905,0,"Baseline","None","None"
"197",3,5,531,5,"incongruent",0,0,0,"Baseline","None","None"
"198",3,5,531,6,"incongruent",1,1244,0,"Baseline","None","None"
"199",3,5,531,7,"incongruent",1,818,0,"Baseline","None","None"
"200",3,5,531,8,"congruent",1,793,0,"Baseline","None","None"
"201",3,5,531,9,"congruent",1,734,0,"Baseline","None","None"
"202",3,5,531,10,"congruent",1,606,0,"Baseline","None","None"
"203",3,5,531,11,"incongruent",1,608,0,"Baseline","None","None"
"204",3,5,531,12,"incongruent",1,640,0,"Baseline","None","None"
"205",3,5,531,13,"incongruent",1,581,0,"Baseline","None","None"
"206",3,5,531,14,"incongruent",1,573,0,"Baseline","None","None"
"207",3,5,531,15,"incongruent",1,579,0,"Baseline","None","None"
"208",3,5,531,16,"congruent",1,585,0,"Baseline","None","None"
"209",3,5,531,17,"congruent",1,699,0,"Baseline","None","None"
"210",3,5,531,18,"congruent",1,521,0,"Baseline","None","None"
"211",3,5,531,19,"incongruent",1,704,0,"Baseline","None","None"
"212",3,5,531,20,"incongruent",1,573,0,"Baseline","None","None"
"213",3,5,531,21,"incongruent",1,454,0,"Baseline","None","None"
"214",3,5,531,22,"congruent",1,593,0,"Baseline","None","None"
"215",3,5,531,23,"incongruent",1,670,0,"Baseline","None","None"
"216",3,5,531,24,"congruent",1,511,0,"Baseline","None","None"
"217",3,5,531,25,"incongruent",1,464,0,"Baseline","None","None"
"218",3,5,531,26,"congruent",1,476,0,"Baseline","None","None"
"219",3,5,531,27,"congruent",1,490,0,"Baseline","None","None"
"220",3,5,531,28,"incongruent",1,517,0,"Baseline","None","None"
"221",3,5,531,29,"congruent",1,1212,0,"Baseline","None","None"
"222",3,5,531,30,"incongruent",1,480,0,"Baseline","None","None"
"223",3,5,531,31,"congruent",1,507,0,"Baseline","None","None"
"224",3,5,531,32,"congruent",1,567,0,"Baseline","None","None"
"225",3,5,531,33,"congruent",1,443,0,"Baseline","None","None"
"226",3,5,531,34,"congruent",1,692,0,"Baseline","None","None"
"227",3,5,531,35,"incongruent",1,539,0,"Baseline","None","None"
"228",3,5,531,36,"incongruent",1,459,0,"Baseline","None","None"
"229",3,5,531,37,"incongruent",1,648,0,"Baseline","None","None"
"230",3,5,531,38,"congruent",1,1424,0,"Baseline","None","None"
"231",3,5,531,39,"incongruent",1,604,0,"Baseline","None","None"
"232",3,5,531,40,"incongruent",1,847,0,"Baseline","None","None"
"233",3,5,531,41,"congruent",1,531,0,"Baseline","None","None"
"234",3,5,531,42,"congruent",1,499,0,"Baseline","None","None"
"235",3,5,531,43,"incongruent",1,914,0,"Baseline","None","None"
"236",3,5,531,44,"incongruent",1,1055,0,"Baseline","None","None"
"237",3,5,531,45,"congruent",1,557,0,"Baseline","None","None"
"238",3,5,531,46,"incongruent",1,932,0,"Baseline","None","None"
"239",3,5,531,47,"congruent",1,563,0,"Baseline","None","None"
"240",3,5,531,48,"congruent",1,552,0,"Baseline","None","None"
"241",3,5,531,49,"incongruent",1,705,0,"Baseline","None","None"
"242",3,5,531,50,"congruent",1,579,0,"Baseline","None","None"
"243",3,5,531,51,"congruent",1,949,0,"Baseline","None","None"
"244",3,5,531,52,"incongruent",1,686,0,"Baseline","None","None"
"245",3,5,531,53,"incongruent",1,1248,0,"Baseline","None","None"
"246",3,5,531,54,"congruent",1,487,0,"Baseline","None","None"
"247",3,5,531,55,"congruent",1,451,0,"Baseline","None","None"
"248",3,5,531,56,"congruent",1,723,0,"Baseline","None","None"
"249",3,5,531,57,"congruent",1,453,0,"Baseline","None","None"
"250",3,5,531,58,"incongruent",1,427,0,"Baseline","None","None"
"251",3,5,531,59,"incongruent",1,503,0,"Baseline","None","None"
"252",3,5,531,60,"congruent",1,586,0,"Baseline","None","None"
"253",3,5,531,61,"congruent",1,522,0,"Baseline","None","None"
"254",3,5,531,62,"congruent",1,475,0,"Baseline","None","None"
"255",3,5,531,63,"congruent",1,362,0,"Baseline","None","None"
"256",3,5,531,64,"congruent",1,534,0,"Baseline","None","None"
"257",3,5,531,65,"congruent",1,528,0,"Baseline","None","None"
"258",3,5,531,66,"congruent",1,960,0,"Baseline","None","None"
"259",3,5,531,67,"congruent",1,496,0,"Baseline","None","None"
"260",3,5,531,68,"incongruent",1,629,0,"Baseline","None","None"
"261",3,5,531,69,"incongruent",1,468,0,"Baseline","None","None"
"262",3,5,531,70,"congruent",1,835,0,"Baseline","None","None"
"263",3,5,531,71,"incongruent",1,525,0,"Baseline","None","None"
"264",3,5,531,72,"incongruent",1,1008,0,"Baseline","None","None"
"265",3,5,531,73,"congruent",1,1029,0,"Baseline","None","None"
"266",3,5,531,74,"incongruent",1,918,0,"Baseline","None","None"
"267",3,5,531,75,"congruent",1,1319,0,"Baseline","None","None"
"268",3,5,531,76,"incongruent",1,695,0,"Baseline","None","None"
"269",3,5,531,77,"congruent",1,1279,0,"Baseline","None","None"
"270",3,5,531,78,"congruent",1,531,0,"Baseline","None","None"
"271",3,5,531,79,"congruent",1,736,0,"Baseline","None","None"
"272",3,5,531,80,"incongruent",1,514,0,"Baseline","None","None"
"273",3,5,531,81,"incongruent",1,857,0,"Baseline","None","None"
"274",3,5,531,82,"congruent",1,1137,0,"Baseline","None","None"
"275",3,5,531,83,"incongruent",1,626,0,"Baseline","None","None"
"276",3,5,531,84,"incongruent",1,570,0,"Baseline","None","None"
"277",3,5,531,85,"incongruent",1,548,0,"Baseline","None","None"
"278",3,5,531,86,"incongruent",1,583,0,"Baseline","None","None"
"279",3,5,531,87,"congruent",1,487,0,"Baseline","None","None"
"280",3,5,531,88,"incongruent",1,1315,0,"Baseline","None","None"
"281",3,5,531,89,"congruent",1,593,0,"Baseline","None","None"
"282",3,5,531,90,"congruent",1,431,0,"Baseline","None","None"
"283",3,5,531,91,"incongruent",1,563,0,"Baseline","None","None"
"284",3,5,531,92,"congruent",1,1406,0,"Baseline","None","None"
"285",3,5,531,93,"incongruent",1,1263,0,"Baseline","None","None"
"286",3,5,531,94,"incongruent",1,933,0,"Baseline","None","None"
"287",3,5,531,95,"incongruent",1,972,0,"Baseline","None","None"
"288",3,5,531,96,"incongruent",1,996,0,"Baseline","None","None"
"289",4,5,594,1,"incongruent",0,1098,0,"Baseline","None","None"
"290",4,5,594,2,"congruent",1,620,0,"Baseline","None","None"
"291",4,5,594,3,"incongruent",1,570,0,"Baseline","None","None"
"292",4,5,594,4,"congruent",1,566,0,"Baseline","None","None"
"293",4,5,594,5,"incongruent",1,991,0,"Baseline","None","None"
"294",4,5,594,6,"incongruent",1,666,0,"Baseline","None","None"
"295",4,5,594,7,"incongruent",1,1578,0,"Baseline","None","None"
"296",4,5,594,8,"congruent",1,716,0,"Baseline","None","None"
"297",4,5,594,9,"congruent",0,1245,0,"Baseline","None","None"
"298",4,5,594,10,"congruent",1,554,0,"Baseline","None","None"
"299",4,5,594,11,"incongruent",1,1047,0,"Baseline","None","None"
"300",4,5,594,12,"incongruent",1,1030,0,"Baseline","None","None"
"301",4,5,594,13,"incongruent",1,708,0,"Baseline","None","None"
"302",4,5,594,14,"incongruent",1,525,0,"Baseline","None","None"
"303",4,5,594,15,"incongruent",1,791,0,"Baseline","None","None"
"304",4,5,594,16,"congruent",1,695,0,"Baseline","None","None"
"305",4,5,594,17,"congruent",1,474,0,"Baseline","None","None"
"306",4,5,594,18,"congruent",1,591,0,"Baseline","None","None"
"307",4,5,594,19,"incongruent",1,665,0,"Baseline","None","None"
"308",4,5,594,20,"incongruent",1,700,0,"Baseline","None","None"
"309",4,5,594,21,"incongruent",1,647,0,"Baseline","None","None"
"310",4,5,594,22,"congruent",1,585,0,"Baseline","None","None"
"311",4,5,594,23,"incongruent",1,816,0,"Baseline","None","None"
"312",4,5,594,24,"congruent",1,474,0,"Baseline","None","None"
"313",4,5,594,25,"incongruent",1,906,0,"Baseline","None","None"
"314",4,5,594,26,"congruent",0,1253,0,"Baseline","None","None"
"315",4,5,594,27,"congruent",1,768,0,"Baseline","None","None"
"316",4,5,594,28,"incongruent",1,495,0,"Baseline","None","None"
"317",4,5,594,29,"congruent",1,615,0,"Baseline","None","None"
"318",4,5,594,30,"incongruent",1,485,0,"Baseline","None","None"
"319",4,5,594,31,"congruent",1,739,0,"Baseline","None","None"
"320",4,5,594,32,"congruent",1,702,0,"Baseline","None","None"
"321",4,5,594,33,"congruent",1,1567,0,"Baseline","None","None"
"322",4,5,594,34,"congruent",1,586,0,"Baseline","None","None"
"323",4,5,594,35,"incongruent",1,681,0,"Baseline","None","None"
"324",4,5,594,36,"incongruent",1,585,0,"Baseline","None","None"
"325",4,5,594,37,"incongruent",1,720,0,"Baseline","None","None"
"326",4,5,594,38,"congruent",1,1979,0,"Baseline","None","None"
"327",4,5,594,39,"incongruent",1,453,0,"Baseline","None","None"
"328",4,5,594,40,"incongruent",1,504,0,"Baseline","None","None"
"329",4,5,594,41,"congruent",1,533,0,"Baseline","None","None"
"330",4,5,594,42,"congruent",1,1565,0,"Baseline","None","None"
"331",4,5,594,43,"incongruent",1,1182,0,"Baseline","None","None"
"332",4,5,594,44,"incongruent",1,1068,0,"Baseline","None","None"
"333",4,5,594,45,"congruent",1,495,0,"Baseline","None","None"
"334",4,5,594,46,"incongruent",1,836,0,"Baseline","None","None"
"335",4,5,594,47,"congruent",1,464,0,"Baseline","None","None"
"336",4,5,594,48,"congruent",0,1492,0,"Baseline","None","None"
"337",4,5,594,49,"incongruent",1,483,0,"Baseline","None","None"
"338",4,5,594,50,"congruent",1,526,0,"Baseline","None","None"
"339",4,5,594,51,"congruent",1,694,0,"Baseline","None","None"
"340",4,5,594,52,"incongruent",1,1659,0,"Baseline","None","None"
"341",4,5,594,53,"incongruent",1,540,0,"Baseline","None","None"
"342",4,5,594,54,"congruent",1,789,0,"Baseline","None","None"
"343",4,5,594,55,"congruent",1,931,0,"Baseline","None","None"
"344",4,5,594,56,"congruent",1,609,0,"Baseline","None","None"
"345",4,5,594,57,"congruent",1,785,0,"Baseline","None","None"
"346",4,5,594,58,"incongruent",1,1210,0,"Baseline","None","None"
"347",4,5,594,59,"incongruent",1,875,0,"Baseline","None","None"
"348",4,5,594,60,"congruent",1,520,0,"Baseline","None","None"
"349",4,5,594,61,"congruent",1,1006,0,"Baseline","None","None"
"350",4,5,594,62,"congruent",1,1098,0,"Baseline","None","None"
"351",4,5,594,63,"congruent",1,1219,0,"Baseline","None","None"
"352",4,5,594,64,"congruent",1,629,0,"Baseline","None","None"
"353",4,5,594,65,"congruent",1,645,0,"Baseline","None","None"
"354",4,5,594,66,"congruent",1,696,0,"Baseline","None","None"
"355",4,5,594,67,"congruent",1,670,0,"Baseline","None","None"
"356",4,5,594,68,"incongruent",1,1360,0,"Baseline","None","None"
"357",4,5,594,69,"incongruent",1,1848,0,"Baseline","None","None"
"358",4,5,594,70,"congruent",1,699,0,"Baseline","None","None"
"359",4,5,594,71,"incongruent",1,1481,0,"Baseline","None","None"
"360",4,5,594,72,"incongruent",1,397,0,"Baseline","None","None"
"361",4,5,594,73,"congruent",1,643,0,"Baseline","None","None"
"362",4,5,594,74,"incongruent",1,797,0,"Baseline","None","None"
"363",4,5,594,75,"congruent",1,622,0,"Baseline","None","None"
"364",4,5,594,76,"incongruent",1,531,0,"Baseline","None","None"
"365",4,5,594,77,"congruent",1,571,0,"Baseline","None","None"
"366",4,5,594,78,"congruent",1,634,0,"Baseline","None","None"
"367",4,5,594,79,"congruent",1,978,0,"Baseline","None","None"
"368",4,5,594,80,"incongruent",1,897,0,"Baseline","None","None"
"369",4,5,594,81,"incongruent",1,843,0,"Baseline","None","None"
"370",4,5,594,82,"congruent",1,947,0,"Baseline","None","None"
"371",4,5,594,83,"incongruent",1,548,0,"Baseline","None","None"
"372",4,5,594,84,"incongruent",1,853,0,"Baseline","None","None"
"373",4,5,594,85,"incongruent",1,594,0,"Baseline","None","None"
"374",4,5,594,86,"incongruent",1,781,0,"Baseline","None","None"
"375",4,5,594,87,"congruent",1,500,0,"Baseline","None","None"
"376",4,5,594,88,"incongruent",1,545,0,"Baseline","None","None"
"377",4,5,594,89,"congruent",1,1412,0,"Baseline","None","None"
"378",4,5,594,90,"congruent",1,468,0,"Baseline","None","None"
"379",4,5,594,91,"incongruent",1,1374,0,"Baseline","None","None"
"380",4,5,594,92,"congruent",0,1285,0,"Baseline","None","None"
"381",4,5,594,93,"incongruent",1,926,0,"Baseline","None","None"
"382",4,5,594,94,"incongruent",1,818,0,"Baseline","None","None"
"383",4,5,594,95,"incongruent",1,1135,0,"Baseline","None","None"
"384",4,5,594,96,"incongruent",1,664,0,"Baseline","None","None"
"385",5,5,432,1,"congruent",1,528,0,"Baseline","None","None"
"386",5,5,432,2,"incongruent",1,1276,0,"Baseline","None","None"
"387",5,5,432,3,"congruent",1,736,0,"Baseline","None","None"
"388",5,5,432,4,"incongruent",1,520,0,"Baseline","None","None"
"389",5,5,432,5,"congruent",0,1095,0,"Baseline","None","None"
"390",5,5,432,6,"congruent",1,509,0,"Baseline","None","None"
"391",5,5,432,7,"congruent",1,430,0,"Baseline","None","None"
"392",5,5,432,8,"incongruent",1,469,0,"Baseline","None","None"
"393",5,5,432,9,"incongruent",1,407,0,"Baseline","None","None"
"394",5,5,432,10,"incongruent",1,543,0,"Baseline","None","None"
"395",5,5,432,11,"congruent",1,466,0,"Baseline","None","None"
"396",5,5,432,12,"congruent",1,790,0,"Baseline","None","None"
"397",5,5,432,13,"congruent",1,389,0,"Baseline","None","None"
"398",5,5,432,14,"congruent",1,711,0,"Baseline","None","None"
"399",5,5,432,15,"congruent",1,657,0,"Baseline","None","None"
"400",5,5,432,16,"incongruent",1,502,0,"Baseline","None","None"
"401",5,5,432,17,"incongruent",0,373,0,"Baseline","None","None"
"402",5,5,432,18,"incongruent",1,639,0,"Baseline","None","None"
"403",5,5,432,19,"congruent",1,483,0,"Baseline","None","None"
"404",5,5,432,20,"congruent",1,468,0,"Baseline","None","None"
"405",5,5,432,21,"congruent",1,523,0,"Baseline","None","None"
"406",5,5,432,22,"incongruent",1,473,0,"Baseline","None","None"
"407",5,5,432,23,"congruent",1,646,0,"Baseline","None","None"
"408",5,5,432,24,"incongruent",1,400,0,"Baseline","None","None"
"409",5,5,432,25,"congruent",1,327,0,"Baseline","None","None"
